course_id,course_name
486,'UT DNHDD_SEC_Integrating Gender in Schooling Processes'
487,'UT DNHDD_SEC_Vocational Education'
488,'UT of DNHDD_SEC_ ICT in Teaching-Learning and Assessment'
489,'UT of DNHDD_SEC_ ICT in Teaching-Learning and Assessment_Batch2'
490,'DL_ Pedagogy of Environmental Studies'
491,'DL_ Pedagogy of Languages'
492,'DL_ Pedagogy of Mathematics'
493,'DL_ Pedagogy of Science'
494,'DL_ Pedagogy of Social Sciences'
495,'DL_ School Based Assessment'
496,'DL_Art Integrated Learning'
497,'DL_Curriculum and Inclusive Classrooms'
498,'DL_Developing Personal-Social Qualities (PSQ) for Creating a Safe and HSE'
499,'DL_FLN_Foundational Language and Literacy'
500,'DL_FLN_Foundational Numeracy'
501,"'DL_FLN_Integration of ICT in Teaching, Learning and Assessment'"
502,'DL_FLN_Introduction to FLN Mission'
503,'DL_FLN_Involvement of Parents and Communities for FLN'
504,'DL_FLN_Learning Assessment'
505,'DL_FLN_Multilingual Education in Primary Grades'
506,'DL_FLN_School Leadership for Foundational Literacy and Numeracy'
507,'DL_FLN_Shifting Towards Competency Based Education'
508,'DL_FLN_Toy Based Pedagogy for Foundational Stage'
509,'DL_Health and Well-being in Schools'
510,'DL_Initiatives in School Education'
511,'DL_Integrating gender in the teaching learning process'
512,"'DL_Integration of ICT in Teaching, Learning and Assessment'"
513,'DL_Pre-school Education'
514,'DL_Pre-vocational Education'
515,'DL_SEC_Art Integrated Learning'
516,'DL_SEC_Art Integrated Learning (Batch-2)'
517,'DL_SEC_Curriculum and Inclusive Classrooms'
518,'DL_SEC_Curriculum and Inclusive Classrooms (Batch-2)'
519,'DL_SEC_Health and Well-being'
520,'DL_SEC_Health and Well-being  (Batch-2)'
521,'DL_SEC_ICT in Teaching-Learning and Assessment'
522,'DL_SEC_ICT in Teaching-Learning and Assessment (Batch-2)'
523,'DL_SEC_Initiatives in School Education'
524,'DL_SEC_Integrating Gender in Schooling Processes'
525,'DL_SEC_Personal-Social Qualities for Holistic Development'
526,'DL_SEC_Personal-Social Qualities for Holistic Development (Batch-2)'
527,'DL_SEC_School Based Assessment'
528,'DL_SEC_Toy Based Pedagogy'
529,'DL_SEC_Understanding Secondary Stage Learners'
530,'DL_SEC_Understanding Secondary Stage Learners  (Batch-2)'
531,'DL_SEC_Vocational Education'
532,"'DL_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
533,'GA_1-Curriculum and Inclusive Classrooms'
534,'GA_2-Developing PSQ for Creating a Safe and Healthy School Environment'
535,'GA_3-Health and Well-being in Schools'
536,'GA_4-Integrating Gender in the Teaching Learning Process'
537,"'GA_5-Integration of ICT in Teaching, Learning and Assessment'"
538,'GA_6-Art Integrated Learning'
539,'GA_7-School Based Assessment'
540,'GA_8-Pedagogy of Environmental Studies'
541,'GA_9-Pedagogy of Mathematics'
542,'GA_10-Pedagogy of Social Sciences'
543,'GA_11-Pedagogy of Languages'
544,'GA_12-Pedagogy of Science'
545,'GA_14-Initiatives in School Education'
546,'GA_15- Preschool Education'
547,'GA_16-Pre-vocational Education'
548,"'GA_18-Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
549,'GA_FLN_01_Introduction to FLN Mission'
550,'GA_FLN_02_Shifting Towards Competency Based Education'
551,'GA_FLN_04_Involvement of Parents and Communities for FLN'
552,'GA_FLN_06_Foundational Language and Literacy'
553,'GA_FLN_07_Multilingual Education in Primary Grades'
554,'GA_FLN_08_Learning Assessment'
555,'GA_FLN_09_Foundational Numeracy'
556,'GA_FLN_10_School Leadership for Foundational Literacy and Numeracy'
557,"'GA_FLN_11_Integration of ICT in Teaching, Learning and Assessment'"
558,'GA_FLN_12_Toy Based Pedagogy for Foundational Stage'
559,'GA_SEC_01_Curriculum and Inclusive Classrooms'
560,'GA_SEC_01_Curriculum and Inclusive Classrooms Batch2'
561,'GA_SEC_02_ICT in Teaching-Learning and Assessment'
562,'GA_SEC_02_ICT in Teaching-Learning and Assessment - Batch2'
563,'GA_SEC_03_Personal-Social Qualities for Holistic Development'
564,'GA_SEC_03_Personal-Social Qualities for Holistic Development - Batch2'
565,'GA_SEC_04_Art Integrated Learning'
566,'GA_SEC_04_Art Integrated Learning - Batch2'
567,'GA_SEC_05_Understanding Secondary Stage Learners'
568,'GA_SEC_05_Understanding Secondary Stage Learners - Batch2'
569,'GA_SEC_06_Health and Well-being'
570,'GA_SEC_06_Health and Well-being - Batch2'
571,'GA_SEC_07_Integrating Gender in Schooling Processes'
572,'GA_SEC_07_Integrating Gender in Schooling Processes - Batch2'
573,'GA_SEC_09_Vocational Education'
574,'GA_SEC_09_Vocational Education - Batch2'
575,'GA_SEC_10_School Based Assessment'
576,'GA_SEC_10_School Based Assessment - Batch2'
577,'GA_SEC_11_Initiatives in School Education'
578,'GA_SEC_11_Initiatives in School Education - Batch2'
579,'GA_SEC_12_Toy Based Pedagogy'
580,'GA_SEC_12_Toy Based Pedagogy - Batch2'
581,'GA-FLN-01-Introduction to FLN Mission - Batch2'
582,'GA-FLN-02-Shifting Towards Competency Based Education - Batch2'
583,'GA-FLN-04-Involvement of Parents and Communities for FLN - Batch2'
584,'GA-FLN-06-Foundational Language and Literacy - Batch2'
585,'GA-FLN-07-Multilingual Education in Primary Grades-Batch2'
586,'GA-FLN-08-Learning Assessment - Batch2'
587,'GA-FLN-09-Foundational Numeracy-Batch2'
588,'GA-FLN-10-School Leadership for Foundational Literacy and Numeracy - Batch2'
589,"'GA-FLN-11-Integration of ICT in Teaching, Learning and Assessment-Batch2'"
590,'GA-FLN-12-Toy Based Pedagogy for Foundational Stage-Batch2'
591,'GJ_1_Introduction to FLN Mission(NISHTHA FLN)'
592,'GJ_1_Introduction to FLN Mission(NISHTHA FLN) - Batch2'
593,'GJ_2_Shifting Towards Competency Based Education(NISHTHA FLN)'
594,'GJ_2_Shifting Towards Competency Based Education(NISHTHA FLN) - Batch2'
595,'GJ_4_Involvement of Parents and Communities for FLN(NISHTHA FLN)'
596,'GJ_4_Involvement of Parents and Communities for FLN(NISHTHA FLN) - Batch2'
597,'GJ_6_Foundational Language and Literacy(NISHTHA FLN)'
598,'GJ_6_Foundational Language and Literacy(NISHTHA FLN) - Batch2'
599,'GJ_7_Multilingual Education in Primary Grades(NISHTHA FLN)'
600,'GJ_7_Multilingual Education in Primary Grades(NISHTHA FLN) - Batch2'
601,'GJ_8_Learning Assessment(NISHTHA FLN)'
602,'GJ_8_Learning Assessment(NISHTHA FLN) - Batch2'
603,'GJ_9_Foundational Numeracy(NISHTHA FLN)'
604,'GJ_9_Foundational Numeracy(NISHTHA FLN) - Batch2'
605,'GJ_10_School Leadership for Foundational Literacy and Numeracy(NISHTHA FLN)'
606,'GJ_10_School Leadership for Foundational Literacy and Numeracy(NISHTHA FLN) - Batch2'
607,"'GJ_11_Integration of ICT in Teaching, Learning and Assessment(NISHTHA FLN)'"
608,"'GJ_11_Integration of ICT in Teaching, Learning and Assessment(NISHTHA FLN) - Batch2'"
609,'GJ_12_Toy Based Pedagogy for Foundational Stage(NISHTHA FLN)'
610,'GJ_12_Toy Based Pedagogy for Foundational Stage(NISHTHA FLN) - Batch2'
611,'GJ_Art Integrated Learning'
612,'GJ_Art Integrated Learning - Batch 2_(NISHTHA Sec)'
613,'GJ_Art Integrated Learning(NISHTHA Sec)'
614,'GJ_Curriculum and Inclusive Classrooms'
615,'GJ_Curriculum and Inclusive Classrooms - Batch 2_(NISHTHA Sec)'
616,'GJ_Curriculum and Inclusive Classrooms(NISHTHA Sec)'
617,'GJ_Developing PSQ for Creating a Safe and Healthy School Environment'
618,'GJ_Health and Well-being - Batch 2_(NISHTHA Sec)'
619,'GJ_Health and Well-being in Schools'
620,'GJ_Health and Well-being(NISHTHA Sec)'
621,'GJ_ICT in Teaching-Learning and Assessment - Batch 2_(NISHTHA Sec)'
622,'GJ_ICT in Teaching-Learning and Assessment(NISHTHA Sec)'
623,'GJ_Initiatives in School Education'
624,'GJ_Initiatives in School Education - Batch 2_(NISHTHA Sec)'
625,'GJ_Initiatives in School Education(NISHTHA Sec)'
626,'GJ_Integrating Gender in Schooling Processes - Batch 2_(NISHTHA Sec)'
627,'GJ_Integrating Gender in Schooling Processes(NISHTHA Sec)'
628,'GJ_Integrating Gender in the Teaching Learning Process'
629,"'GJ_Integration of ICT in Teaching, Learning and Assessment'"
630,'GJ_of Pre-vocational Education'
631,'GJ_Pedagogy of Environmental Studies'
632,'GJ_Pedagogy of Languages'
633,'GJ_Pedagogy of Mathematics'
634,'GJ_Pedagogy of Science'
635,'GJ_Pedagogy of Social Sciences'
636,'GJ_Personal-Social Qualities for Holistic Development - Batch 2_(NISHTHA Sec)'
637,'GJ_Personal-Social Qualities for Holistic Development(NISHTHA Sec)'
638,'GJ_Preschool Education'
639,'GJ_School Based Assessment'
640,'GJ_School Based Assessment - Batch 2_(NISHTHA Sec)'
641,'GJ_School Based Assessment(NISHTHA Sec)'
642,'GJ_Toy Based Pedagogy - Batch 2_(NISHTHA Sec)'
643,'GJ_Toy Based Pedagogy(NISHTHA Sec)'
644,"'GJ_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
645,'GJ_Understanding Secondary Stage Learners - Batch 2_(NISHTHA Sec)'
646,'GJ_Understanding Secondary Stage Learners(NISHTHA Sec)'
647,'GJ_Vocational Education - Batch 2_(NISHTHA Sec)'
648,'GJ_Vocational Education(NISHTHA Sec)'
649,'HR_FLN_1E_ Introduction to FLN Mission'
650,'HR_FLN_1E_ Introduction to FLN Mission (Batch_2)'
651,'HR_FLN_2E_ Shifting Towards Competency Based Education'
652,'HR_FLN_2E_ Shifting Towards Competency Based Education_(Batch_2)'
653,'HR_FLN_4E_Involvement of Parents and Communities for FLN'
654,'HR_FLN_4E_Involvement of Parents and Communities for FLN_(Batch_2)'
655,'HR_FLN_6E_Foundational Language and Literacy'
656,'HR_FLN_6E_Foundational Language and Literacy_(Batch_2)'
657,'HR_FLN_7E_Multilingual Education in Primary Grades'
658,'HR_FLN_7E_Multilingual Education in Primary Grades_(Batch_2)'
659,'HR_FLN_8E_Learning Assessment'
660,'HR_FLN_8E_Learning Assessment_(Batch_2)'
661,'HR_FLN_9E_ Foundational Numeracy'
662,'HR_FLN_9E_ Foundational Numeracy_(Batch_2)'
663,'HR_FLN_10E_School Leadership for Foundational Literacy and Numeracy'
664,'HR_FLN_10E_School Leadership for Foundational Literacy and Numeracy_(Batch_2)'
665,"'HR_FLN_11E_ Integration of ICT in Teaching, Learning and Assessment'"
666,"'HR_FLN_11E_ Integration of ICT in Teaching, Learning and Assessment _(Batch_2)'"
667,'HR_FLN_12E_ Toy Based Pedagogy for Foundational Stage'
668,'HR_FLN_12E_ Toy Based Pedagogy for Foundational Stage_(Batch_2)'
669,'HR_Sec_1E_Curriculum and Inclusive Classrooms'
670,'HR_Sec_1E_Curriculum and Inclusive Classrooms (Batch 2)'
671,'HR_Sec_1E_Curriculum and Inclusive Classrooms (Batch 3)'
672,'HR_Sec_2E_ICT in Teaching-Learning and Assessment'
673,'HR_Sec_2E_ICT in Teaching-Learning and Assessment (Batch 2)'
674,'HR_Sec_2E_ICT in Teaching-Learning and Assessment (Batch 3)'
675,'HR_Sec_3E_Personal-Social Qualities for Holistic Development'
676,'HR_Sec_3E_Personal-Social Qualities for Holistic Development (Batch 2)'
677,'HR_Sec_3E_Personal-Social Qualities for Holistic Development (Batch 3)'
678,'HR_Sec_4E_Art Integrated Learning'
679,'HR_Sec_4E_Art Integrated Learning (Batch 2)'
680,'HR_Sec_4E_Art Integrated Learning (Batch 3)'
681,'HR_Sec_5E_Understanding Secondary Stage  (Batch 2)'
682,'HR_Sec_5E_Understanding Secondary Stage  (Batch 3)'
683,'HR_Sec_5E_Understanding Secondary Stage Learners'
684,'HR_Sec_6E_Health and Well-being'
685,'HR_Sec_6E_Health and Well-being (Batch 2)'
686,'HR_Sec_6E_Health and Well-being (Batch 3)'
687,'HR_Sec_7E_Integrating Gender in Schooling Processes'
688,'HR_Sec_7E_Integrating Gender in Schooling Processes (Batch 2)'
689,'HR_Sec_7E_Integrating Gender in Schooling Processes (Batch 3)'
690,'HR_SEC_9E_Vocational Education'
691,'HR_Sec_9E_Vocational Education (Batch 2)'
692,'HR_Sec_9E_Vocational Education (Batch 3)'
693,'HR_Sec_10E_School Based Assessment'
694,'HR_Sec_10E_School Based Assessment (Batch 2)'
695,'HR_Sec_10E_School Based Assessment (Batch 3)'
696,'HR_Sec_11E_Initiatives in School Education'
697,'HR_Sec_11E_Initiatives in School Education (Batch 2)'
698,'HR_Sec_11E_Initiatives in School Education (Batch 3)'
699,'HR_Sec_12E_Toy Based Pedagogy'
700,'HR_Sec_12E_Toy Based Pedagogy (Batch 2)'
701,'HR_Sec_12E_Toy Based Pedagogy (Batch 3)'
702,'HP_01_Curriculum and Inclusive Classrooms'
703,'HP_01_FLN_Introduction to FLN Mission'
704,'HP_01_SEC_Curriculum and Inclusive Classrooms'
705,'HP_01_SEC_Curriculum and Inclusive Classrooms(Batch 2)'
706,'HP_02_Developing PSQ for Creating a Safe and Healthy School Environment'
707,'HP_02_FLN_Shifting Towards Competency Based Education'
708,'HP_02_SEC_ICT in Teaching-Learning and Assessment'
709,'HP_02_SEC_ICT in Teaching-Learning and Assessment(Batch 2)'
710,'HP_03_Health and Well-being in Schools'
711,'HP_03_SEC_Personal-Social Qualities for Holistic Development'
712,'HP_03_SEC_Personal-Social Qualities for Holistic Development(Batch 2)'
713,'HP_04_ Integrating Gender in the Teaching Learning Process'
714,'HP_04_FLN_Involvement of Parents and Communities for FLN'
715,'HP_04_SEC_Art Integrated Learning'
716,'HP_04_SEC_Art Integrated Learning (Batch 2)'
717,"'HP_05_Integration of ICT in Teaching, Learning and Assessment'"
718,'HP_05_SEC_Understanding Secondary Stage Learners'
719,'HP_05_SEC_Understanding Secondary Stage Learners(Batch 2)'
720,'HP_06_Art Integrated Learning'
721,'HP_06_FLN_Foundational Language and Literacy'
722,'HP_06_SEC_Health and Well-being'
723,'HP_06_SEC_Health and Well-being(Batch 2)'
724,'HP_07_ School Based Assessment'
725,'HP_07_FLN_Multilingual Education in Primary Grades'
726,'HP_07_SEC_Integrating Gender in Schooling Processes'
727,'HP_07_SEC_Integrating Gender in Schooling Processes(Batch 2)'
728,'HP_08_FLN_Learning Assessment'
729,'HP_08_Pedagogy of Environmental Studies'
730,'HP_09_FLN_Foundational Numeracy'
731,'HP_09_Pedagogy of Mathematics'
732,'HP_09_SEC_Vocational Education'
733,'HP_09_SEC_Vocational Education(Batch 2)'
734,'HP_10_FLN_School Leadership for Foundational Literacy and Numeracy'
735,'HP_10_Pedagogy of Social Sciences'
736,'HP_10_SEC_School Based Assessment'
737,'HP_10_SEC_School Based Assessment(Batch 2)'
738,"'HP_11_FLN_Integration of ICT in Teaching, Learning and Assessment'"
739,'HP_11_Pedagogy of Languages'
740,'HP_11_SEC_Initiatives in School Education'
741,'HP_11_SEC_Initiatives in School Education(Batch 2)'
742,'HP_12_FLN_Toy Based Pedagogy for Foundational Stage'
743,'HP_12_Pedagogy of Science'
744,'HP_12_SEC_Toy Based Pedagogy'
745,'HP_12_SEC_Toy Based Pedagogy(Batch 2)'
746,'HP_14_Initiatives in School Education'
747,'HP_15_Preschool Education'
748,'HP_16_Pre-vocational Education'
749,"'HP_18_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
750,'JK_Art Integrated Learning'
751,'JK_Curriculum and Inclusive Classrooms'
752,'JK_Developing Personal Social Qualities (PSQ) for Creating a Safe Environment'
753,'JK_Health and Well-being in Schools'
754,'JK_Initiatives in School Education'
755,'JK_Integrating Gender in the Teaching Learning Process'
756,"'JK_Integration of ICT in Teaching, Learning and Assessment'"
757,'JK_Pedagogy of Environmental Studies'
758,'JK_Pedagogy of Languages'
759,'JK_Pedagogy of Mathematics'
760,'JK_Pedagogy of Science'
761,'JK_Pedagogy of Social Sciences'
762,'JK_Pre-vocational Education'
763,'JK_Preschool Education'
764,'JK_School Based Assessment'
765,"'JK_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
766,'JKFLN_Foundational Language and Literacy'
767,'JKFLN_Foundational Language and Literacy-BATCH2'
768,'JKFLN_Foundational Numeracy'
769,'JKFLN_Foundational Numeracy-BATCH2'
770,"'JKFLN_Integration of ICT in Teaching, Learning and Assessment'"
771,"'JKFLN_Integration of ICT in Teaching, Learning and Assessment-BATCH2'"
772,'JKFLN_Introduction to FLN Mission'
773,'JKFLN_Introduction to FLN Mission-BATCH2'
774,'JKFLN_Involvement of Parents and Communities for FLN'
775,'JKFLN_Involvement of Parents and Communities for FLN-BATCH2'
776,'JKFLN_Learning Assessment'
777,'JKFLN_Learning Assessment-BATCH2'
778,'JKFLN_Multilingual Education in Primary Grades'
779,'JKFLN_Multilingual Education in Primary Grades-BATCH2'
780,'JKFLN_School Leadership for Foundational Literacy and Numeracy'
781,'JKFLN_School Leadership for Foundational Literacy and Numeracy-BATCH2'
782,'JKFLN_Shifting Towards Competency Based Education'
783,'JKFLN_Shifting Towards Competency Based Education-BATCH2'
784,'JKFLN_Toy Based Pedagogy for Foundational Stage'
785,'JKFLN_Toy Based Pedagogy for Foundational Stage-BATCH2'
786,'JKSEC_Art Integrated Learning-BATCH2'
787,'JKSEC_Curriculum and Inclusive Classrooms'
788,'JKSEC_Curriculum and Inclusive Classrooms-BATCH2'
789,'JKSEC_Health and Well-being-BATCH2'
790,'JKSEC_ICT in Teaching-Learning and Assessment'
791,'JKSEC_ICT in Teaching-Learning and Assessment-BATCH2'
792,'JKSEC_Initiatives in School Education'
793,'JKSEC_Initiatives in School Education-BATCH2'
794,'JKSEC_Integrating Gender in Schooling Processes'
795,'JKSEC_Integrating Gender in Schooling Processes-BATCH2'
796,'JKSEC_Personal-Social Qualities for Holistic Development'
797,'JKSEC_Personal-Social Qualities for Holistic Development-BATCH2'
798,'JKSEC_School Based Assessment'
799,'JKSEC_School Based Assessment-BATCH2'
800,'JKSEC_Toy Based Pedagogy'
801,'JKSEC_Toy Based Pedagogy-BATCH2'
802,'JKSEC_Understanding Secondary Stage Learners'
803,'JKSEC_Understanding Secondary Stage Learners-BATCH2'
804,'JKSEC_Vocational Education'
805,'JKSEC_Vocational Education-BATCH2'
806,'JH_ ICT in Teaching-Learning and Assessment'
807,'JH_ Initiatives in School Education'
808,'JH_Art Integrated Learning'
809,'JH_Art Integrated Learning - Batch - 2'
810,'JH_Curriculum and Inclusive Classrooms'
811,'JH_Curriculum and Inclusive Classrooms -Batch-2'
812,'JH_Health and Well-being'
813,'JH_ICT in Teaching-Learning and Assessment'
814,'JH_Integrating Gender in Schooling Processes'
815,'JH_Personal-Social Qualities for Holistic Development'
816,'JH_Personal-Social Qualities for Holistic Development-Batch 2'
817,'JH_School Based Assessment'
818,'JH_Toy Based Pedagogy'
819,'JH_Understanding Secondary Stage Learners'
820,'JH_Vocational Education'
821,'JH_ Foundational Numeracy'
822,"'JH_ Integration of ICT in Teaching, Learning and Assessment'"
823,'JH_Developing Personal-Social Qualities (PSQ) for Creating a Safe and Healthy School Environment'
824,'JH_Foundational Language and Literacy'
825,'JH_Health and Well-being in Schools'
826,'JH_Initiatives in School Education'
827,'JH_Integrating Gender in the Teaching Learning Process'
828,"'JH_Integration of ICT in Teaching, Learning and Assessment'"
829,'JH_Introduction to FLN Mission'
830,'JH_Involvement of Parents and Communities for FLN'
831,'JH_Learning Assessment'
832,'JH_Multilingual Education in Primary Grades'
833,'JH_Pedagogy of Environmental Studies'
834,'JH_Pedagogy of Languages'
835,'JH_Pedagogy of Mathematics'
836,'JH_Pedagogy of Science'
837,'JH_Pedagogy of Social Sciences'
838,'JH_Pre-vocational Education'
839,'JH_Preschool Education'
840,'JH_School Leadership for Foundational Literacy and Numeracy'
841,'JH_Shifting Towards Competency Based Education'
842,'JH_Toy Based Pedagogy for Foundational Stage'
843,"'JH_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
844,'Ka_1_Curriculum and Inclusive Classrooms'
845,'Ka_2_Developing PSQ for Creating a Safe and Healthy School Environment'
846,'Ka_3_Health and Well-being in Schools'
847,'KA_4_Integrating Gender in the Teaching Learning Process'
848,"'KA_5_Integration of ICT in Teaching, Learning and Assessment'"
849,'Ka_6_Art Integrated Learning'
850,'KA_7_School Based Assessment'
851,'KA_8_Pedagogy of Environmental Studies'
852,'KA_9_Pedagogy of Mathematics'
853,'KA_10_Pedagogy of Social Sciences'
854,'KA_11_Pedagogy of Languages'
855,'KA_12_Pedagogy of Science'
856,'KA_12_UNA_Pedagogy of Science'
857,'KA_14_Initiatives in School Education'
858,'KA_14_UNA_Initiatives in School Education'
859,'KA_15_Preschool Education'
860,'KA_15_UNA_Preschool Education'
861,'KA_16_Pre-vocational Education'
862,'KA_16_UNA_Pre-vocational Education'
863,"'KA_18_UNA_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
864,"'KA_18_Understanding Rights, Child Sexual Abuse and The POCSO Act, 2012'"
865,'KA_FLN_1_Introduction to FLN Mission'
866,'KA_FLN_1_Introduction to FLN Mission-batch2'
867,'KA_FLN_2_Shifting Towards Competency Based Education'
868,'KA_FLN_2_Shifting Towards Competency Based Education-batch2'
869,'KA_FLN_4_Involvement of Parents and Communities for FLN'
870,'KA_FLN_4_Involvement of Parents and Communities for FLN-batch2'
871,'KA_FLN_6_Foundational Language and Literacy'
872,'KA_FLN_6_Foundational Language and Literacy-batch2'
873,'KA_FLN_7_Multilingual Education in Primary Grades'
874,'KA_FLN_7_Multilingual Education in Primary Grades-batch2'
875,'KA_FLN_8_Learning Assessment'
876,'KA_FLN_8_Learning Assessment-batch2'
877,'KA_FLN_9_Foundational Numeracy'
878,'KA_FLN_9_Foundational Numeracy-batch2'
879,'KA_FLN_10_School Leadership for Foundational Literacy and Numeracy'
880,'KA_FLN_10_School Leadership for Foundational Literacy and Numeracy-batch2'
881,"'KA_FLN_11_Integration of ICT in Teaching, Learning and Assessment'"
882,"'KA_FLN_11_Integration of ICT in Teaching, Learning and Assessment-batch2'"
883,'KA_FLN_12_Toy Based Pedagogy for Foundational Stage'
884,'KA_FLN_12_Toy Based Pedagogy for Foundational Stage-batch2'
885,'KA_FLN_UNA_1_Introduction to FLN Mission'
886,'KA_FLN_UNA_2_Shifting Towards Competency Based Education'
887,'KA_FLN_UNA_4_Involvement of Parents and Communities for FLN'
888,'KA_FLN_UNA_6_Foundational Language and Literacy'
889,'KA_FLN_UNA_7_Multilingual Education in Primary Grades'
890,'KA_FLN_UNA_8_Learning Assessment'
891,'KA_FLN_UNA_9_Foundational Numeracy'
892,'KA_FLN_UNA_10_School Leadership for Foundational Literacy and Numeracy'
893,"'KA_FLN_UNA_11_Integration of ICT in Teaching, Learning and Assessment'"
894,'KA_FLN_UNA_12_Toy Based Pedagogy for Foundational Stage'
895,'KA_SEC_1_Curriculum and Inclusive Classrooms'
896,'KA_SEC_1_Curriculum and Inclusive Classrooms_Batch2'
897,'KA_SEC_1_Curriculum and Inclusive Classrooms-Batch3'
898,'KA_SEC_2_ICT in Teaching-Learning and Assessment'
899,'KA_SEC_2_ICT in Teaching-Learning and Assessment_Batch2'
900,'KA_SEC_2_ICT in Teaching-Learning and Assessment-Batch3'
901,'KA_SEC_3_Personal-Social Qualities for Holistic Development'
902,'KA_SEC_3_Personal-Social Qualities for Holistic Development_Batch2'
903,'KA_SEC_3_Personal-Social Qualities for Holistic Development-Batch3'
904,'KA_SEC_4_Art Integrated Learning'
905,'KA_SEC_4_Art Integrated Learning_Batch2'
906,'KA_SEC_4_Art Integrated Learning-Batch3'
907,'KA_SEC_5_Understanding Secondary Stage Learners'
908,'KA_SEC_5_Understanding Secondary Stage Learners_Batch2'
909,'KA_SEC_5_Understanding Secondary Stage Learners-Batch3'
910,'KA_SEC_6_Health and Well-being'
911,'KA_SEC_6_Health and Well-being_Batch2'
912,'KA_SEC_6_Health and Well-being-Batch3'
913,'KA_SEC_7_Integrating Gender in Schooling Processes'
914,'KA_SEC_7_Integrating Gender in Schooling Processes_Batch2'
915,'KA_SEC_7_Integrating Gender in Schooling Processes-Batch3'
916,'KA_SEC_9_Vocational Education'
917,'KA_SEC_9_Vocational Education_Batch2'
918,'KA_SEC_9_Vocational Education-Batch3'
919,'KA_SEC_10_School Based Assessment'
920,'KA_SEC_10_School Based Assessment_Batch2'
921,'KA_SEC_10_School Based Assessment-Batch3'
922,'KA_SEC_11_Initiatives in School Education'
923,'KA_SEC_11_Initiatives in School Education_Batch2'
924,'KA_SEC_11_Initiatives in School Education-Batch3'
925,'KA_SEC_12_Toy Based Pedagogy'
926,'KA_SEC_12_Toy Based Pedagogy_Batch2'
927,'KA_SEC_12_Toy Based Pedagogy-Batch3'
928,'KA_UNA_1_Curriculum and Inclusive Classrooms'
929,'KA_UNA_2_Developing PSQ for Creating a Safe and Healthy School Environment'
930,'KA_UNA_3_Health and Well-being in Schools'
931,'KA_UNA_4_Integrating Gender in the Teaching Learning Process'
932,"'KA_UNA_5_Integration of ICT in Teaching, Learning and Assessment'"
933,'KA_UNA_6_Art Integrated Learning'
934,'KA_UNA_7_School Based Assessment'
935,'KA_UNA_8_Pedagogy of Environmental Studies'
936,'KA_UNA_9_Pedagogy of Mathematics'
937,'KA_UNA_11_Pedagogy of Languages'
938,'LD_Art Integrated Learning'
939,'LD_Curriculum and Inclusive Classrooms'
940,'LD_Developing PSQ for Creating a Safe and Healthy School Environment'
941,'LD_FLN_Foundational Language and Literacy'
942,'LD_FLN_Foundational Language and Literacy Batch-2'
943,'LD_FLN_Foundational Numeracy'
944,'LD_FLN_Foundational Numeracy Batch-2'
945,"'LD_FLN_Integration of ICT in Teaching, Learning and Assessment'"
946,"'LD_FLN_Integration of ICT in Teaching, Learning and Assessment Batch-2'"
947,'LD_FLN_Introduction to FLN Mission'
948,'LD_FLN_Introduction to FLN Mission Batch-2'
949,'LD_FLN_Involvement of Parents and Communities for FLN'
950,'LD_FLN_Involvement of Parents and Communities for FLN Batch-2'
951,'LD_FLN_Learning Assessment'
952,'LD_FLN_Learning Assessment Batch-2'
953,'LD_FLN_Multilingual Education in Primary Grades'
954,'LD_FLN_Multilingual Education in Primary Grades Batch-2'
955,'LD_FLN_School Leadership for Foundational Literacy and Numeracy'
956,'LD_FLN_School Leadership for Foundational Literacy and NumeracyBatch-2'
957,'LD_FLN_Shifting Towards Competency Based Education'
958,'LD_FLN_Shifting Towards Competency Based Education Batch-2'
959,'LD_FLN_Toy Based Pedagogy for Foundational Stage'
960,'LD_FLN_Toy Based Pedagogy for Foundational Stage Batch-2'
961,'LD_Health and Well-being in Schools'
962,'LD_Initiatives in School Education'
963,'LD_Integrating Gender in the Teaching Learning Process'
964,"'LD_Integration of ICT in Teaching, Learning and Assessment'"
965,'LD_Pedagogy of Environmental Studies'
966,'LD_Pedagogy of Languages'
967,'LD_Pedagogy of Mathematics'
968,'LD_Pedagogy of Science'
969,'LD_Pedagogy of Social Sciences'
970,'LD_Pre-vocational Education'
971,'LD_Preschool Education'
972,'LD_School Based Assessment'
973,'LD_Sec_Art Integrated Learning'
974,'LD_Sec_Art Integrated Learning-Batch2'
975,'LD_Sec_Curriculum and Inclusive Classrooms'
976,'LD_Sec_Curriculum and Inclusive Classrooms-Batch2'
977,'LD_Sec_Health and Well-being'
978,'LD_Sec_Health and Well-being-Batch2'
979,'LD_Sec_ICT in Teaching-Learning and Assessment'
980,'LD_Sec_ICT in Teaching-Learning and Assessment-Batch2'
981,'LD_Sec_Initiatives in School Education'
982,'LD_Sec_Initiatives in School Education-Batch2'
983,'LD_Sec_Integrating Gender in Schooling Processes'
984,'LD_Sec_Integrating Gender in Schooling Processes-Batch2'
